key,translation,comment
"Client doesn't have {0} needed to pay.","Zleceniodawca nie posiada {0} wymaganych do zapłaty."
"Contractor doesn't have the needed {0} deposit specified in payment clause.","Zleceniodawca nie posiada wystarczającego depozytu {0} określonego w klauzuli płatności."
"{0} paid to {1}. ","{0} wypłacono {1}. "
"{0} refunded.","Zwrócono {0}."
"No custom description set.","Nie ustawiono specjalnego opisu."
"{0} must be at or above {1}.","{0} musi być na lub powyżej {1}."
"property rights","prawa własności"
"object rights","prawa przedmiotu"
"permanently","na stałe"
"for the term of the contract","dla warunków Zlecenia"
"contract start","zlecenie zaczyna się"
"contract completion","ukończenie zlecenia"
"Receive {0:rights} on {1} {2:permanent or not} upon {3:time point}.","Otrzymaj {0:rights} na {1} {2:permanent or not} aż do {3:time point}."
"No location specified for permissions grant.","Nie ustalono miejsca, do którego prawa mają być przydzielone."
"If you give permissions at contract completion, they must be permanent.","Jeśli wydasz pozwolenia przy zakończeniu zlecenia, muszą być one na stałe."
"Can't get permissions on property or object at {0}, may be unclaimed.","Nie można dostać zezwolenia na własności bądź objekcie w {0}, może być bezpańskie."
"added","dodano"
"removed","usunięto"
"{0} of the following must be true: {1}","{0} z nastepujących musi być prawdziwy: {1}"
"Harvest all {0} on the property at {1}.","Zbierz wszystkie {0} na działce: {1}."
"No harvest items specified.","Nie sprecyzowano rzeczy do zebrania."
"Harvest container","Pojemnik na zbiory"
"Tree still has unharvested logs:\n{0}","Drzewo nadal posiada niezebrane kłody:\n{0}"
"Property still has unharvested plants: {0} at {1}.","Na działce są nadal niezebrane rośliny: {0} na {1}."
"Mow the lawn on the property at {0}.","Skoś trawnik na działce znajdującej się tu: {0}."
"Nothing mowable on that property.","Nie ma nic do skoszenia na tej działce."
"Unmowed {0:species name} at {1:position}.","Nie skoszone {0:species name} na {1:position}."
"Mow Lawn","Skoś trawę"
"Plow {0} square meters of field on the property at {1}.","Spulchnij {0} metrów kwadratowych pola na tej działce: {1}."
"Property does not cover {0} units.","Działka nie pokrywa {0} jednostek."
"Only {0} tilled spaces found on property, {1} needed.","Znaleziono tylko {0} spulchnionych bloków na działce, potrzeba {1}."
"Mow","Kosić"
"No property specified for clause.","Żadna działka nie została wyznaczona dla tego warunku."
"Remove all tree debris from property at {0}.  Contractor will be given special permission to remove debris on property.","Zabierz wszelkie pozostałości drzew z tej działki: {0}. Wykonawca dostanie specjalne pozwolenie na usunięcie tych pozostałości."
"Debris/stumps still on property at {0}.","Pozostałości drzew lub pniaki nadal znajdują się na tej działce: {0}."
"Move items from {0} to {1}.","Przenieś przedmioty z {0} do {1}."
"Failed Rooms","Niepoprawne pokoje"
"Can't place a block there","Nie możesz umieścić tu bloku"
"No block to pick up","Nie ma bloku do podniesienia"
"That is not a clothing item","To nie jest część ubioru"
"You equipped {0}","Wyposażyłeś się w {0}"
"Your {0} broke!  It will be much less efficient until repaired.","Zniszczyłeś {0}! To narzędzie będzie znacznie mniej efektywne dopóki nie zostanie naprawione."
"You are not authorized to remove items from that.","Nie posiadasz przywilejów aby usunąć stąd ten przedmiot."
"You are not authorized to put items into that.","Nie posiadasz przywilejów aby tutaj to dodać."
"You are not authorized to swap items into that.","Nie posiadasz przywilejów aby to zamienić."
"You are not authorized to swap items out of that.","Nie jesteś upoważniony do zabrania tych rzeczy."
"Can't select {0} while carrying {1}.","Nie można wybrać {0} podczas niesienia {1}."
"Skill Benefits","Korzyści Umiejętności"
"Couldn't find any items matching {0}","Nie można było znaleźć żadnych przedmiotów pasujących do {0}"
"Multiple items found matching, use more specific string: {0}","Znaleziono wiele pasujących przedmiotów, użyj bardziej precyzyjnego określenia: {0}"
"Cannot plant on an non-fertile object.","Nie możesz sadzić na nieżyznej glebie."
"Cannot plant on an untilled block","Nie możesz sadzić na nie spulchnionej ziemi"
"Cannot plant on a spot occupied by {0}","Nie możesz zasadzić na miejscu zajętym przez {0}"
"Plant already exists there.","Inna roślina już tu rośnie."
"Unknown plant type: {0}","Nieznany rodzaj rośliny: {0}"
"You have too many Skill Scrolls already.","Posiadasz zbyt wiele Certyfikatów."
"Only {0} can collect that","Tylko {0} może to zebrać"
"{0} was just elected server leader!","{0} został wybrany Przywódcą Świata!"
"Election completed without a winner: {0}","Wybory zakończone bez zwycięzcy: {0}"
"You have received {0:property claims} to use/give as you see fit.","Otrzymujesz {0:property claims}. Możesz ich użyć lub komuś oddać."
"You can now set the tax rates at a {0:treasury}.","Możesz teraz ustawić wysokość podatku w {0:treasury}."
"Attempted to elect '{0}' as the world leader, but this user could not be found. There is now no world leader","Próbowano wybrać {0} na Światowego Lidera ale taki gracz nie istnieje. Nadal brak Lidera"
"Not enough money in the treasury to distribute {0:amount}.","Nie ma wystarczająco dużo pieniędzy w skarbcu do dystrybucji {0:amount}."
"You must enter an allocation reason.","Musisz wprowadzić powód alokacji."
"Can't place there, blocked.","Nie możesz tego tu umieścić, miejsce zablokowane."
"You are not authorized to build here.","Nie jesteś upoważniony do budowania tutaj."
"This plant is dead.","Ta roślina jest uschnięta."
"Atmosphere:({0})","Atmosfera: ({0})"
"Balanced Multiplier: {0}","Zrównoważony mnożnik:{0}"
"Base Gain: {0}","Podstawa przyrostu:{0}"
"Calories","Kalorie"
"Waste","Odpady"
"Nutrition","Odżywianie"
"Stomach Contents","Zawartość żołądka"
"full","pełny"
"You are not logged in","Nie jesteś zalogowany"
"You have kicked {0}","Wykopano gracza {0} z serwera"
"{0} is not online","{0} nie jest online"
"You have banned {0}","Zbanowano gracza {0} z serwera"
"You have been whitelisted by {0}","Wpisano cię na białą listę przez {0}"
"You have whitelisted {0}","Dodano {0} do białej listy"
"You have been given admin permissions by {0}","Dostajesz od {0} przywileje admina"
"You have made {0} an admin","Mianujesz gracza {0} adminem"
"Your admin permissions have been revoked by {0}","{0} cofa Ci przywileje admina"
"Your Steam id is {0}.","Twój Steam Id to {0}."
"Your SLG id is {0}.","Twój SLG id to {0}."
"{0} is not logged in to a Steam account.","{0} nie jest zalogowany na Steamie."
"{0}'s Steam id is {1}.","Steam id {0} to {1}."
"{0} is not logged in to an SLG account.","{0} nie jest zalogowany na koncie SLG."
"{0} World Marker","{0} Globalny Znacznik"
"Located {0:distance and direction} at {1}.","Zlokalizowano {0:distance and direction} w {1}."
"Link added to clipboard.","Link dodany do schowka."
"Waypoint added.","Punkt orientacyjny dodany."
"Cleared all non-global markers.","Usunięto wszystkie nieglobalne znaczniki."
"{0} set their objective: {1}","{0} ustawili swój cel: {1}"
"You already own this deed.","Już posiadasz ten Akt Własności."
"Room is too big. {0} is more than  {1} meters from the room detection point.","Pomieszczenie jest za duże. {0} jest dalej niż {1} metrów od punktu wykrywania pomieszczenia."
"Room had no ceiling at {0}.","Pokój nie posiada sufitu w {0}."
"Room is flooded at {0}","Pokój jest zalany w {0}"
"'{0}' is not a valid tier number","'{0}' nie jest prawidłową liczbą klasy"
"Must be contained within a room","Musi znajdować się w pokoju"
"Contained within a room","Znajduje się w pokoju"
"Pressure:{0}atm","Ciśnienie: {0}atm"
"This skill gives you {0} but you are unable to carry it right now.","Ta umiejętność daje Ci: {0}. Niestety nie możesz teraz nieść tego przedmiotu."
"Current skill rate is {0}.","Obecny wskaźnik Umiejętności to {0}."
"{0} has issued you a warning. {1}","Otrzymałeś ostrzeżenie od {0}. {1}"
"You have sent a warning to {0}","Dałeś ostrzeżenie graczowi {0}"
"Bad elk meat?","Zepsute mięso jelenia?"
"Time for some government spending!","Czas na wydatki rządu!"
"Gabe has made it rain.","Gabe przywołał deszcz."
"You gave {0} skillpoints to {1}","Przyznałeś {0} Punktów Umiejętności graczowi {1}"
"Atmosphere added.","Dodane atmosferę."
"You gave {0} plots to {1}.","Dałeś {0} działek {1}."
"You gained {0} plots.","Pozyskane działki: {0}."
"With great power comes great responsibility","Z wielką mocą wiąże się wielka odpowiedzialność"
"Selected item doesn't have durability.","Wybrany przedmiot nie posiada wytrzymałości."
"Durability set to {0}","Wytrzymałość ustawiona na: {0}"
"Finished in {0}","Zakończono w {0}"
"Could not find command: {0}.","Nie można odnaleźć polecenia: {0}."
"You do not have the necessary permissions to invoke {0}.","Nie masz uprawnień wymaganych do powołania {0}."
"Value '{0}' is not valid for property '{1}'","Wartość '{0}' nie jest prawidłowa dla '{1}'"
"No value assigned to the property '{0}'","Żadna wartość nie jest przypisana do mienia '{0}'"
"{0} commands:","{0} polecenia:"
"User '{0}' does not exist.","Użytkownik "{0}" nie istnieje."
"Tags must only use {0} as their first character","Tagi muszą zawierać "{0}" jako ich pierwszy znak"
"Cannot send to read only channel.","Kanał służy tylko do odczytu, nie można wysyłać na niego wiadomości."
"Reputation for {0} set to {1}","Reputacja {0} została ustawiona na {1}"
"Online: {0}","Online: {0}"
"You are a {0}","Jesteś {0}"
"{0} is not a world layer.","{0} nie jest warstwą świata."
"Missing Location","Brak lokalizacji"
"Can't add tutorial item to inventory, no room.","Nie można dodać przedmiotu z Samouczka do ekwipunku bo nie ma już miejsca."
"Building Blocks...","Stawianie klocków..."
"{0} has no access rights for {1} at {2}.","{0} ma praw dostępu dla {1} w {2}."
"{0} not selected.","{0} nie wybrane."
"{0} cannot accept items of type {1}.","{0} nie można przyjąć przedmiotu typu {1}."
"Destination container is missing.","Brakuje docelowego pojemnika."
"Need to add {0} to {1}.","Należy dodać {0} do {1}."
"Establishing Tech Tree...","Opracowywanie Drzewa Technologicznego..."
"Couldn't find block type.","Nie można było odnaleźć tego typu bloku."
"Button pressed.","Naciśnięto przycisk."
"meters","metrów"
"Plant","Roślina"
"This plant is dead. {0}","Ta roślina uschła. {0}"
"Calories Available: {0}","Dostępne Kalorie: {0}"
"Calories Required per Organism: {0}","Organizm wymaga {0} kalorii"
"Amount of {0} Available: {1}","Dostępna ilość {0}: {1}"
"User '{0}' is not a user on this server.","Gracz "{0}" nie jest użytkownikiem tego serwera."
"User '{0}' is banned on this server.","Gracz "{0}" został zbanowany na tym serwerze."
"Log is not ready for harvest.  Remove all branches first.","Kłoda nie jest gotowa do zebrania. Najpierw usuń wszystkie gałęzie."
"Log is too large to pick up, slice into smaller pieces first.","Kłoda jest zbyt wielka by ja podnieść, porąb ją na mniejsze kawałki."
"You are already carrying {0:items} and cannot pick up {1:items}.","Niesiesz już: {0:items}. Nie możesz podnieść: {1:items}."
"You must obtain authorization to shoot {0}.","Musisz uzyskać zezwolenie aby strzelać do: "{0}"."
"You attempt to dig up the soil, but the roots are too strong!","Chciałeś wykopać trochę ziemi, ale korzenie są zbyt mocne!"
"Axe","Siekiera"
"Pickaxe","Kilof"
"Scythe","Kosa"
"Shovel","Łopata"
"Iron Axe","Żelazna siekiera"
"Iron Hammer","Żelazny młotek"
"Iron Hoe","Żelazna motyka"
"Iron Pickaxe","Żelazny kilof"
"Iron Scythe","Żelazna kosa"
"Iron Shovel","Żelazna łopata"
"Modern Axe","Nowoczesna Siekiera"
"Modern Hammer","Nowoczesny Młotek"
"Modern Hoe","Nowoczesna Motyka"
"Modern Pickaxe","Nowoczesny Kilof"
"Modern Scythe","Nowoczesna Kosa"
"Modern Shovel","Nowoczesna Łopata"
"Steel Axe","Stalowa siekiera"
"Steel Hammer","Stalowy młotek"
"Steel Hoe","Stalowa motyka"
"Steel Pickaxe","Stalowy kilof"
"Steel Scythe","Stalowa kosa"
"Steel Shovel","Stalowa łopata"
"Stone Axe","Kamienna siekiera"
"Stone Hammer","Kamienny młotek"
"Stone Pickaxe","Kamienny kilof"
"Wooden Hoe","Drewniana motyka"
"Wooden Shovel","Drewniana łopata"
"Bow","Łuk"
"Amanita Mushrooms","Muchomor Czerwony"
"Beet","Burak"
"Corn","Kukurydza"
"Crimini Mushrooms","Pieczarki"
"Fiddleheads","Pędy Paproci"
"Fireweed Shoots","Pędy Wierzbówki"
"Giant Cactus Fruit","Owoc Saguaro"
"Huckleberries","Czarna Jagoda"
"Prickly Pear Fruit","Owoc Opuncji"
"Tomato","Pomidor"
"Wheat","Pszenica"
"Plant Fibers","Włókna roślinne"
"Acorn","Żołądź"
"Beans","Fasola"
"Beet Seed","Nasiona buraka"
"Birch Seed","Nasiona Brzozy"
"Bunchgrass Seed","Nasiona Trawy kępiastej"
"Camas Bulb","Bulwa Kamasji"
"Cedar Seed","Nasiona Cedru"
"Corn Seed","Nasiona Kukurydzy"
"Creosote Bush Seed","Nasiona Trójnika Pustynnego"
"Crimini Mushroom Spores","Zarodniki Pieczarki"
"Fern Spore","Zarodniki Paproci"
"Fireweed Seed","Nasiona Wierzbówki"
"Fir Seed","Nasiona Jodły"
"Grass Seed","Nasiona Trawy"
"Huckleberry Seed","Nasiona Jagody"
"Prickly Pear Seed","Nasiona Opuncji"
"Rice","Ryż"
"Sagebrush Seed","Nasiona Bylicy"
"Tomato Seed","Nasiona Pomidora"
"Wheat Seed","Nasiona Pszenicy"
"Leather Hide","Skóra"
"Cloth","Tkanina"
"Cellulose Fiber","Włókna celulozowe"
"Fur Pelt","Futro"
"Composite Filler","Wypełniacz kompozytowy"
"Huckleberry Extract","Ekstrakt z Czarnej Jagody"
"Berry Extract Fertilizer","Nawóz z ekstraktu jagodowego"
"Pulp Filler","Wypełniacz z miazgi"
"Scrap Meat","Ochłapy Mięsa"
"Blood Meal Fertilizer","Nawóz z mączki krwistej"
"Fiber Filler","Wypełniacz włóknowy"
"Charred Camas Bulb","Opiekana Bulwa Kamasji"
"Camas Ash Fertilizer","Nawóz z popiołu Kamasji"
"Dirt","Ziemia"
"Hide Ash Fertilizer","Nawóz z popiołu skórzanego"
"Pelt Fertilizer","Nawóz z futer"
"Stone","Kamień"
"Phosphate Fertilizer","Nawóz fosforowy"
"Wood Pulp","Ścier drzewny"
"Acorn Powder","Mączka z żołędzi"
"Raw Meat","Surowe mięso"
"Baked Meat","Pieczone mięso"
"Raw Roast","Surowa pieczeń"
"Baked Roast","Zapiekana pieczeń"
"Tallow","Łój"
"Bannock","Placek pszenny"
"Bean Paste","Pasta z fasoli"
"Flour","Mąka"
"Sugar","Cukier"
"Yeast","Drożdże"
"Bearclaw","Niedźwiadka"
"Prime Cut","Mięso prima sort"
"Vegetable Medley","Mieszanka warzywna"
"Meat Stock","Rosół"
"Infused Oil","Olej smakowy"
"Bear S U P R E M E","Nedzwiedź S U P R E M E"
"Raw Sausage","Surowa kiełbasa"
"Boiled Sausage","Gotowana kiełbasa"
"Bread","Chleb"
"Camas Paste","Pasta z Kamasji"
"Camas Bread","Chleb Kamasjowy"
"Camas Bulb Bake","Ciasto z bulw Kamasji"
"Campfire Roast","Pieczeń z ogniska"
"Campfire Stew","Gulasz z ogniska"
"Charred Beet","Opiekany burak"
"Charred Corn","Opiekana Kukurydza"
"Raw Fish","Surowa ryba"
"Charred Fish","Opiekana Ryba"
"Charred Meat","Opiekane Mięso"
"Charred Sausage","Opiekana Kiełbasa"
"Charred Tomato","Opiekany Pomidor"
"Steel","Stal"
"C O2 Canister","Zbiornik z CO2"
"Cornmeal","Kasza kukurydziana"
"Oil","Olej"
"Corn Fritters","Kukurydza w cieście"
"Corn Starch","Mąka kukurydziana"
"Basic Salad","Prosta sałatka"
"Crimson Salad","Karmazynowa sałatka"
"Raw Bacon","Surowy Boczek"
"Crispy Bacon","Chrupiący boczek"
"Tortilla","Tortilla"
"Wild Mix","Dzika mieszanka"
"Elk Taco","Taco z Jelenia"
"Elk Wellington","Jeleń w Cieście"
"Flatbread","Podpłomyk"
"Prepared Meat","Gotowe danie mięsne"
"Fried Hare Haunches","Smażony udziec z zająca"
"Fried Tomatoes","Smażone pomidory"
"Huckleberry Pie","Ciasto Jagodowe"
"Hydrocolloids","Hydrokoloidy"
"Liquid Nitrogen","Ciekły azot"
"Simple Syrup","Prosty syrop"
"Macaroons","Makaroniki"
"Maltodextrin","Maltodekstryna"
"Meat Pie","Mięso w cieście"
"Cereal Germ","Kiełki zbóżowe"
"Seared Meat","Obsmażone mięso"
"Simmered Meat","Wolno gotowane mięso"
"Stuffed Turkey","Indyk faszerowany"
"Fruit Salad","Sałatka owocowa"
"Sweet Salad","Słodka sałatka"
"Transglutaminase","Transglutaminaza"
"Vegetable Stock","Bulion warzywny"
"Vegetable Soup","Zupa jarzynowa"
"Wheat Porridge","Owsianka pszeniczna"
"Wild Stew","Gulasz z dziczyzny"
"Wilted Fiddleheads","Blanszowane pędy paproci"
"Piston","Tłok"
"Valve","Zawór"
"Servo","Serwomechanizm"
"Circuit","Obwód"
"Advanced Combustion Engine","Zaawansowany silnik spalinowy"
"Log","branches"
"Arrow","Strzała"
"Concrete","Beton"
"Asphalt Ramp","Podjazd asfaltowy"
"Asphalt Road","Droga asfaltowa"
"Barrel","Beczka"
"Biodiesel","Biodisel"
"Board","Deska"
"Brick","Cegła"
"Lumber","Tarcica"
"Charcoal","Węgiel drzewny"
"Substrate","Płytka podkładowa"
"Copper Wiring","Miedziane przewody"
"Gold Flakes","Płatki złota"
"Gearbox","Skrzynia Biegów"
"Combustion Engine","Silnik spalinowy"
"Copper Ore","Ruda miedzi"
"Copper Pipe","Miedziana rura"
"Corrugated Steel","Stal ryflowana"
"Deed","to"
"Dirt Ramp","Podjazd ziemny"
"Electric Motor","Silnik elektryczny"
"Petroleum","Ropa naftowa"
"Epoxy","Żywica epoksydowa"
"Plastic","Plastik"
"Glass","Szkło"
"Fiberglass","Włokno szklane"
"Fishing Pole","Wędka"
"Flat Steel","Blacha stalowa"
"Framed Glass","Szyba oprawiona"
"Gasoline","Benzyna"
"Gear","Koło zębate"
"Sand","Piasek"
"Gold Ore","Ruda złota"
"Hewn Log","Ociosana Kłoda"
"Iron Ore","Ruda żelaza"
"Iron Pipe","Żelazna rura"
"Mortared Stone","Spojony zaprawą kamień"
"Paper","Papier"
"Rebar","Zbrojenie"
"Reinforced Concrete","Beton zbrojony"
"Rivet","Nit"
"Soil Sampler","Próbnik Gleby"
"Steel Pipe","Stalowa Rura"
"Stone Ramp","Kamienny Podjazd"
"Stone Road","Kamienna droga"
"Torch","Pochodnia"
"Bison Carcass","Tusza Żubra"
"Elk Carcass","Tusza Jelenia"
"Fox Carcass","Tuszka Lisa"
"Hare Carcass","Padlina zająca"
"Turkey Carcass","Padlina indyka"
"Wolf Carcass","Padlina wilka"
"Salmon","Losoś"
"Trout","Pstrąg"
"Tuna","Tuńczyk"
"Urchin","Jeżowiec"
"Kelp","Wodorosty"
"Clam","Małż"
"Coal","Węgiel"
"Waterwheel","Koło Wodne"
"Anvil","Kowadło"
"Bakery Oven","Piec piekarniczy"
"Blast Furnace","Piec Chutniczy"
"Bloomery","Dymarka"
"Bookshelf","Biblioteczka"
"Brazier","Koksownik"
"Butchery Table","Stół rzeźnicki"
"Campfire","Ognisko"
"Candle Stand","Stojak na świecę"
"Carpentry Table","Stół Stolarski"
"Cast Iron Stove","Żeliwna kuchnia"
"Ceiling Candle","Kandelabr"
"Cement Kiln","Cementownia"
"Chair","Krzesło"
"Combustion Generator","Generator Spalinowy"
"Computer Lab","Laboratorium komputerowe"
"Construction Post","Stanowisko Budowlane"
"Contract Board","Tablica Zleceń"
"Couch","Kanapa"
"Currency Exchange","Wymiana walut"
"Electric Wall Lamp","Elektryczna lampa ścienna"
"Electronics Assembly","Montaż Elektroniki"
"Farmers Table","Stół Rolniczy"
"Fishery","Rybołóstwo"
"Fish Trap","Samołówka"
"Icebox","Lodówka"
"Kiln","Piec do Wypalania"
"Laboratory","Laboratorium"
"Laser","Laser"
"Wooden Latrine","Drewniana Latryna"
"Masonry Table","Stół murarski"
"Mill","Młyn"
"Mint","Mennica"
"Oil Refinery","Rafineria"
"Padded Chair","Fotel tapicerowany"
"Round Pot","Okrągłą donica"
"Square Pot","Kwadratowa donica"
"Pump Jack","Kiwak"
"Refrigerator","Lodówka"
"Research Table","Stół badawczy"
"Rolling Mill","Walcownia"
"Medium Rug","Średni Dywan"
"Small Rug","Mały dywan"
"Salt Basket","Kosz Soli"
"Sawmill","Tartak"
"Shelf Cabinet","Szafa z półkami"
"Small Table","Mały stół"
"Small Wood Sign","Mała Drewniana Tablica"
"Solar Generator","Generator słoneczny"
"Stockpile","Skład"
"Stone Brazier","Kamienny koksownik"
"Storage Chest","Skrzynia"
"Stove","Kuchnia"
"Streetlamp","Lampa uliczna"
"Tailoring Table","Stacja Krawiecka"
"Tallow Candle","Świeca łojowa"
"Tallow Lamp","Lampa łojowa"
"Tallow Wall Lamp","Ścienna Lampa Łojowa"
"Torch Stand","Stojak na pochodnię"
"Treasury","Skarbiec"
"Wainwright Table","Stół Powoźniczy"
"Wall Candle","Świeca ścienna"
"Washboard","Tara"
"Washing Machine","Pralka"
"Windmill","Wiatrak"
"Wind Turbine","Turbina powietrzna"
"Wooden Fabric Bed","Drewniane łóżko z materacem"
"Wooden Straw Bed","Drewniane Łożko z Siennikiem"
"Wood Sign","Drewniana Tablica"
"Workbench","Stół Roboczy"
"Advanced Baking","Zaawansowane Pieczenie"
"Advanced Cooking","Zaawansowane Gotowanie"
"Advanced Smelting","Zaawansowane Hutnictwo"
"Baking","Piekarwsto"
"Basic Engineering","Podstawy Inżynierii"
"Butchery","Rzeźnictwo"
"Campfire Cooking","Gotowanie na Ognisku"
"Cement","Cement"
"Cooking","Gotowanie"
"Cutting Edge Cooking","Nowoczesne Gotowanie"
"Digging","Kopanie"
"Electronics","Elektronika"
"Farming","Rolnictwo"
"Fertilizers","Nawozy"
"Fishing","Połów Ryb"
"Gathering","Zbieractwo"
"Glassworking","Obróbka szkła"
"Hewing","Ciosanie Kłód"
"Hunting","Łowiectwo"
"Industry","Przemysł"
"Logging","Wyrąb drzew"
"Mechanics","Mechanika"
"Milling","Młynarstwo"
"Mining","Górnictwo"
"Oil Drilling","Wydobycie Ropy"
"Paper Milling","Papiernia"
"Self Improvement","Samodoskonalenie"
"Smelting","Hutnictwo"
"Tailoring","Krawiectwo"
"Woodworking","Obróbka drewna"
"Backpack","Plecak"
"Backpacks","Plecaki"
"Chat Log","Dziennik czatu"
"Objectives","Cele"
"Alpha Cloak","Płaszcz "Alpha"
"Alpha Cloaks","Płaszcze "Alpha"
"Alpha Goggles","Gogle "Alpha"
"Alpha Hat","Kapelusz "Alpha"
"Alpha Hats","Kapelusze "Alpha"
"Basic Backpack","Zwykły Plecak"
