key,translation,comment
"Harvest all {0} on the property at {1}.","{1} 부지에 있는 모든 {0}을(를) 수확하세요."
"No harvest items specified.","수확 물품이 지정되지 않았습니다."
"Harvest container","수확물 저장고"
"Tree still has unharvested logs:\n{0}","나무에 아직 수확되지 않은 원목이 존재합니다:\n{0}"
"Property still has unharvested plants: {0} at {1}.","부지에 아직 수확되지 않은 식물들이 존재합니다: {1}의 {0}."
"Mow the lawn on the property at {0}.","{0} 부지의 잔디밭을 정리하세요."
"Nothing mowable on that property.","그 부지에는 깎을 수 있는 풀이 없습니다."
"Unmowed {0:species name} at {1:position}.","{1:position}에 깎지 않은 {0:species name}이(가) 있습니다."
"Mow Lawn","잔디 깎기"
"Plow {0} square meters of field on the property at {1}.","{1} 부지에서 {0} 제곱미터 만큼의 땅을 경작하세요."
"Property does not cover {0} units.","부지가 {0} 넓이만큼 수용하지 못합니다."
"Only {0} tilled spaces found on property, {1} needed.","현재 부지에 {0} 만큼만 경작된 땅이 있습니다. 경작된 땅의 요구치는 {1}입니다 ."
"Mow","깎기"
"No property specified for clause.","조항에 해당되는 부지가 지정되어 있지 않습니다."
"Remove all tree debris from property at {0}.  Contractor will be given special permission to remove debris on property.","{0} 부지에 모든 나무 파편들을 제거하세요. 계약자에게 부지에 있는 나무 파편을 제거할 수 있는 권한이 부여됩니다."
"Debris/stumps still on property at {0}.","{0} 부지에 나무파편/나무밑동이 남아있습니다."
"Move items from {0} to {1}.","물품들을 {0}에서 {1}(으)로 옮겨야 합니다."
"Failed Rooms","방이 아님"
"Can't place a block there","그 곳에는 블록을 놓을 수 없습니다"
"No block to pick up","주울 수 있는 블록이 없습니다"
"That is not a clothing item","해당 물품은 의류가 아닙니다"
"You equipped {0}","{0}을(를) 장비함"
"Your {0} broke!  It will be much less efficient until repaired.","{0}이(가) 망가졌습니다! 수리하기 전까지 장비의 효율이 감소합니다."
"You are not authorized to remove items from that.","아이템을 제거할 수 있는 권한이 없습니다."
"You are not authorized to put items into that.","해당 물품을 넣을 수 있는 권한이 없습니다."
"You are not authorized to swap items into that.","해당 물품의 위치를 바꿀 권한이 없습니다."
"You are not authorized to swap items out of that.","해당 물품을 교체할 수 있는 권한이 없습니다."
"Can't select {0} while carrying {1}.","{1}을(를) 들고 있는 동안에는 {0}을(를) 꺼낼 수 없습니다."
"Skill Benefits","기술 혜택"
"Couldn't find any items matching {0}","{0}와(과) 일치하는 물품을 찾을 수 없습니다"
"Multiple items found matching, use more specific string: {0}","다수의 물품이 검색 값과 일치합니다. 조금 더 상세히 검색해 주십시오: {0}"
"Cannot plant on an non-fertile object.","비옥하지 않은 땅에는 심지 못 합니다."
"Cannot plant on an untilled block","경작이 되지 않은 구역에 심을 수 없습니다"
"Cannot plant on a spot occupied by {0}","{0}님이 점유한 공간에는 심을 수 없습니다"
"Plant already exists there.","이미 식물이 심어져 있습니다."
"Unknown plant type: {0}","알 수 없는 식물 유형: {0}"
"You have too many Skill Scrolls already.","기술 두루마리를 너무 많이 보유하고 있습니다."
"Only {0} can collect that","{0}만 수집할 수 있습니다"
"{0} was just elected server leader!","서버의 지도자로 {0}님이 당선 되었습니다!"
"Election completed without a winner: {0}","선거는 승자 없이 끝났습니다: {0}"
"You have received {0:property claims} to use/give as you see fit.","당신은 {0:property claims}을(를) 받았으며 상황에 맞게 쓰거나 상대방에게 줄 수 있습니다."
"You can now set the tax rates at a {0:treasury}.","이제 {0:treasury}에서 세율을 정하실 수 있습니다."
"Attempted to elect '{0}' as the world leader, but this user could not be found. There is now no world leader","'{0}'님을 세계 지도자로 선출하려 했으나, 해당 유저를 찾을 수 없습니다. 세계 지도자는 현재 공석입니다"
"Not enough money in the treasury to distribute {0:amount}.","정부 금고에 자금이 충분치 않아서 {0:amount}만큼 배분할 수가 없습니다."
"You must enter an allocation reason.","배정 사유를 입력하셔야 합니다."
"Can't place there, blocked.","해당 지역이 막혀있어, 배치할 수 없습니다."
"You are not authorized to build here.","이 곳에 건설 할 권한이 없습니다."
"This plant is dead.","이 식물은 죽었습니다."
"Atmosphere:({0})","대기:({0})"
"Balanced Multiplier: {0}","균등 배수: {0}"
"Base Gain: {0}","기본 획득률:{0}"
"Calories","칼로리"
"Waste","폐기물"
"Nutrition","영양소"
"Stomach Contents","뱃속에 든 거"
"full","가득 찼습니다"
"You are not logged in","로그인되어 있지 않습니다"
"You have kicked {0}","{0} 님을 추방하였습니다"
"{0} is not online","{0} 님은 접속 중이 아닙니다"
"You have banned {0}","{0} 님을 차단 하였습니다"
"You have been whitelisted by {0}","{0}님이 당신을 화이트리스트에 추가했습니다"
"You have whitelisted {0}","{0}님을 화이트리스트에 추가했습니다"
"You have been given admin permissions by {0}","{0}님에게서 관리자 권한을 받았습니다"
"You have made {0} an admin","{0}님을 관리자로 승격시켰습니다"
"Your admin permissions have been revoked by {0}","당신은 {0}님에 의해 관리자 권한을 박탈 당했습니다"
"Your Steam id is {0}.","당신의 스팀 id는 {0}입니다."
"Your SLG id is {0}.","당신의 SLG 아이디는 {0}."
"{0} is not logged in to a Steam account.","{0}님은 스팀 계정에 로그인되어 있지 않습니다."
"{0}'s Steam id is {1}.","{0}의 스팀 id는 {1}입니다."
"{0} is not logged in to an SLG account.","{0}님은 SLG 계정에 로그인되어 있지 않습니다."
"{0} World Marker","{0} 세계 마커"
"Located {0:distance and direction} at {1}.","{1}에서 {0:distance and direction}가 있습니다."
"Link added to clipboard.","클립보드에 링크가 복사되었습니다."
"Waypoint added.","웨이포인트 추가됨."
"Cleared all non-global markers.","글로벌 마커가 아닌 것들을 모두 삭제하였습니다."
"{0} set their objective: {1}","{0}님이 목표를 정했습니다: {1}"
"You already own this deed.","이 증서를 이미 소유하고 있습니다."
"Room is too big. {0} is more than  {1} meters from the room detection point.","방이 너무 큽니다. {0}이(가) 방이 인식되는 지점인 {1}미터를 초과하였습니다."
"Room had no ceiling at {0}.","{0} 방은 천장이 없습니다."
"Room is flooded at {0}","{0} 방에 물이 찼습니다"
"'{0}' is not a valid tier number","'{0}'은(는) 유효한 등급이 아닙니다"
"Must be contained within a room","방에 배치되지 않음"
"Contained within a room","방에 배치됨"
"Pressure:{0}atm","기압: {0}atm"
"This skill gives you {0} but you are unable to carry it right now.","이 기술은 {0}을(를) 제공하지만, 여전히 들 수 없습니다."
"Current skill rate is {0}.","현재 기술 배율: {0}."
"{0} has issued you a warning. {1}","{0}님이 당신에게 경고하였습니다. {1}"
"You have sent a warning to {0}","당신은 {0}님에게 경고를 보냈습니다"
"Bad elk meat?","상한 엘크 고기?"
"Time for some government spending!","정부가 돈 좀 필요하답니다!"
"Gabe has made it rain.","게이브 뉴웰이 비를 내리게 하였습니다."
"You gave {0} skillpoints to {1}","당신은 {1}에게 {0} 기술 점수 투자했습니다"
"Atmosphere added.","대기가 추가 됐습니다."
"You gave {0} plots to {1}.","{1} 님에게 {0} 공간을 주었습니다."
"You gained {0} plots.","{0} 공간을 받았습니다."
"With great power comes great responsibility","큰 힘에는 큰 책임이 따르는 법입니다"
"Selected item doesn't have durability.","선택한 물품은 내구도가 없습니다."
"Durability set to {0}","내구도가 {0}(으)로 설정되었습니다"
"Finished in {0}","{0}에 완료됨"
"Could not find command: {0}.","유효하지 않은 명령어: {0}."
"You do not have the necessary permissions to invoke {0}.","당신은 해당 명령어 {0}을 사용할 권한이 없습니다."
"Value '{0}' is not valid for property '{1}'","'{1}' 부지에 '{0}' 은(는) 유효하지 않습니다"
"No value assigned to the property '{0}'","'{0}'부지의 가치가 지정되지 않았습니다"
"{0} commands:","{0} 명령어:"
"User '{0}' does not exist.","'{0}'은(는) 존재하지 않는 유저입니다."
"Tags must only use {0} as their first character","태그의 첫 글자는 반드시 {0}(으)로 시작해야 합니다"
"Cannot send to read only channel.","읽기 전용 채널에선 채팅을 할 수 없습니다."
"Reputation for {0} set to {1}","{0}님의 명성이 {1}(으)로 설정되었습니다"
"Online: {0}","온라인: {0}"
"You are a {0}","당신은 {0}입니다"
"{0} is not a world layer.","{0}은(는) 세계 레이어가 아닙니다."
"Missing Location","위치가 누락됨"
"Can't add tutorial item to inventory, no room.","소지품 공간이 부족하여 튜토리얼 물품을 추가할 수 없습니다."
"Building Blocks...","블록 쌓는 중..."
"{0} has no access rights for {1} at {2}.","{0}님은 {2}에서 {1}에 대한 권한이 없습니다."
"{0} not selected.","{0} 선택되지 않았습니다."
"{0} cannot accept items of type {1}.","{0}은(는) {1}과 같은 물품을 받지 못합니다."
"Destination container is missing.","목표 저장고가 없습니다."
"Need to add {0} to {1}.","{1}에 {0}을(를) 추가해야 합니다."
"Establishing Tech Tree...","기술 발전도 구성 중..."
"Couldn't find block type.","블록 유형을 찾을 수 없습니다."
"Button pressed.","버튼이 눌렸습니다."
"meters","미터"
"Plant","식물"
"This plant is dead. {0}","이 식물은 죽었습니다. {0}"
"Calories Available: {0}","칼로리 잔여량: {0}"
"Calories Required per Organism: {0}","부위 당 필요한 칼로리: {0}"
"Amount of {0} Available: {1}","{0} 남은 수량: {1}"
"User '{0}' is not a user on this server.","이 서버에는 '{0}'님은 존재하지 않습니다."
"User '{0}' is banned on this server.","유저 '{0}'는 이 서버에서 차단되었습니다."
"Log is not ready for harvest.  Remove all branches first.","모든 가지를 쳐내야 통나무를 수집할 수 있습니다."
"Log is too large to pick up, slice into smaller pieces first.","통나무가 너무 커서 줍지 못합니다. 작은 조각으로 자르세요."
"You are already carrying {0:items} and cannot pick up {1:items}.","이미 {0:items}을(를) 들고 있어 {1:items}을(를) 주울 수 없습니다."
"You must obtain authorization to shoot {0}.","{0}을(를) 향해 쏘려면 권한을 획득 해야 합니다."
"You attempt to dig up the soil, but the roots are too strong!","흙을 퍼내려고 했지만, 뿌리가 엉켜있어 파낼 수 없었습니다!"
"Axe","도끼"
"Pickaxe","곡괭이"
"Scythe","낫"
"Shovel","삽"
"Iron Axe","철 도끼"
"Iron Hammer","철 망치"
"Iron Hoe","철 괭이"
"Iron Pickaxe","철 곡괭이"
"Iron Scythe","철 낫"
"Iron Shovel","철 삽"
"Modern Axe","현대식 도끼"
"Modern Hammer","현대식 망치"
"Modern Hoe","현대식 괭이"
"Modern Pickaxe","현대식 곡괭이"
"Modern Scythe","현대식 낫"
"Modern Shovel","현대식 삽"
"Steel Axe","강철 도끼"
"Steel Hammer","강철 망치"
"Steel Hoe","강철 괭이"
"Steel Pickaxe","강철 곡괭이"
"Steel Scythe","강철 낫"
"Steel Shovel","강철 삽"
"Stone Axe","돌 도끼"
"Stone Hammer","돌 망치"
"Stone Pickaxe","돌 곡괭이"
"Wooden Hoe","나무 괭이"
"Wooden Shovel","나무 삽"
"Bow","활"
"Amanita Mushrooms","광대버섯"
"Beet","사탕무"
"Corn","옥수수"
"Crimini Mushrooms","양송이버섯"
"Fiddleheads","고사리"
"Fireweed Shoots","분홍바늘꽃 순"
"Giant Cactus Fruit","백년초"
"Huckleberries","월귤나무 열매"
"Prickly Pear Fruit","천년초 열매"
"Tomato","토마토"
"Wheat","밀"
"Plant Fibers","식물 섬유"
"Acorn","도토리"
"Beans","콩"
"Beet Seed","사탕무 씨앗"
"Birch Seed","자작나무 씨앗"
"Bunchgrass Seed","다발풀 씨앗"
"Camas Bulb","카마스 구근"
"Cedar Seed","삼나무 씨앗"
"Corn Seed","옥수수 씨앗"
"Creosote Bush Seed","크레오소트 덤불 씨앗"
"Crimini Mushroom Spores","양송이버섯 포자"
"Fern Spore","고사리 포자"
"Fireweed Seed","분홍바늘꽃 씨앗"
"Fir Seed","전나무 씨앗"
"Grass Seed","잔디 씨앗"
"Huckleberry Seed","월귤나무 씨앗"
"Prickly Pear Seed","천년초 씨앗"
"Rice","쌀"
"Sagebrush Seed","산쑥 씨앗"
"Tomato Seed","토마토 씨앗"
"Wheat Seed","밀 씨앗"
"Leather Hide","가죽"
"Cloth","천"
"Cellulose Fiber","셀룰로오스 섬유"
"Fur Pelt","모피"
"Composite Filler","합성 보충제"
"Huckleberry Extract","월귤나무 열매 추출물"
"Berry Extract Fertilizer","월귤나무 열매 추출물 비료"
"Pulp Filler","펄프 보충제"
"Scrap Meat","고기 조각"
"Blood Meal Fertilizer","혈분비료"
"Fiber Filler","식물섬유 보충제"
"Charred Camas Bulb","그슬린 카마스 구근"
"Camas Ash Fertilizer","카마스 재 비료"
"Dirt","흙"
"Hide Ash Fertilizer","가죽 재 비료"
"Pelt Fertilizer","모피 비료"
"Stone","돌"
"Phosphate Fertilizer","인산염 비료"
"Wood Pulp","목재 펄프"
"Acorn Powder","도토리 분말"
"Raw Meat","생고기"
"Baked Meat","구운 고기"
"Raw Roast","안 익은 구이용 고기"
"Baked Roast","구운 구이용 고기"
"Tallow","동물성 수지"
"Bannock","과자빵"
"Bean Paste","갈린 콩"
"Flour","밀가루"
"Sugar","설탕"
"Yeast","효모"
"Bearclaw","곰 발톱 빵"
"Prime Cut","최고급 고기"
"Vegetable Medley","야채 모듬"
"Meat Stock","고기 육수"
"Infused Oil","침출유"
"Bear S U P R E M E","쩔어주는 곰기"
"Raw Sausage","생 소시지"
"Boiled Sausage","삶은 소시지"
"Bread","빵"
"Camas Paste","갈린 카마스"
"Camas Bread","카마스 빵"
"Camas Bulb Bake","구운 카마스 구근"
"Campfire Roast","모닥불 구운 고기"
"Campfire Stew","모닥불 스튜"
"Charred Beet","그슬린 사탕무"
"Charred Corn","그슬린 옥수수"
"Raw Fish","날생선"
"Charred Fish","그슬린 생선"
"Charred Meat","그슬린 고기"
"Charred Sausage","그슬린 소시지"
"Charred Tomato","그슬린 토마토"
"Steel","강철"
"C O2 Canister","CO2 가스통"
"Cornmeal","옥수수 가루"
"Oil","식용유"
"Corn Fritters","옥수수튀김"
"Corn Starch","옥수수 녹말풀"
"Basic Salad","평범한 샐러드"
"Crimson Salad","붉은 채소 샐러드"
"Raw Bacon","생 베이컨"
"Crispy Bacon","바삭한 베이컨"
"Tortilla","또띠아"
"Wild Mix","야채 샐러드"
"Elk Taco","엘크 고기 타코"
"Elk Wellington","엘크 웰링턴"
"Flatbread","무발효빵"
"Prepared Meat","손질된 고기"
"Fried Hare Haunches","튀긴 토끼 뒷다리"
"Fried Tomatoes","튀긴 토마토"
"Huckleberry Pie","월귤나무 열매 파이"
"Hydrocolloids","하이드로콜로이드"
"Liquid Nitrogen","액체 질소"
"Simple Syrup","간단한 시럽"
"Macaroons","마카롱"
"Maltodextrin","말토덱스트린"
"Meat Pie","고기 파이"
"Cereal Germ","곡실눈"
"Seared Meat","직화 고기"
"Simmered Meat","육즙을 가둔 고기"
"Stuffed Turkey","속을 채운 칠면조"
"Fruit Salad","과일 샐러드"
"Sweet Salad","달콤한 샐러드"
"Transglutaminase","글루타미나제"
"Vegetable Stock","야채 육수"
"Vegetable Soup","야채 스프"
"Wheat Porridge","밀 죽"
"Wild Stew","야생 스튜"
"Wilted Fiddleheads","살짝 익힌 고사리"
"Piston","피스톤"
"Valve","밸브"
"Servo","자동 제어 장치"
"Circuit","전자회로"
"Advanced Combustion Engine","고급 연소기관"
"Log","통나무"
"Arrow","화살"
"Concrete","콘크리트"
"Asphalt Ramp","아스팔트 경사로"
"Asphalt Road","아스팔트 도로"
"Barrel","배럴통"
"Biodiesel","바이오디젤"
"Board","판자"
"Brick","벽돌"
"Lumber","가공된 목재"
"Charcoal","숯"
"Substrate","기판"
"Copper Wiring","구리선"
"Gold Flakes","금조각"
"Gearbox","변속 장치"
"Combustion Engine","연소기관"
"Copper Ore","구리 광석"
"Copper Pipe","구리 파이프"
"Corrugated Steel","파형 강철판"
"Deed","증서"
"Dirt Ramp","흙 경사로"
"Electric Motor","전기 모터"
"Petroleum","석유"
"Epoxy","에폭시 수지"
"Plastic","플라스틱"
"Glass","유리"
"Fiberglass","유리섬유"
"Fishing Pole","낚싯대"
"Flat Steel","강철판"
"Framed Glass","유리창"
"Gasoline","휘발유"
"Gear","톱니바퀴"
"Sand","모래"
"Gold Ore","금광석"
"Hewn Log","잘라낸 통나무"
"Iron Ore","철광석"
"Iron Pipe","철 파이프"
"Mortared Stone","모르타르 마감 석재"
"Paper","종이"
"Rebar","철근"
"Reinforced Concrete","보강된 콘크리트"
"Rivet","대갈못"
"Soil Sampler","토양 채취기"
"Steel Pipe","강철 파이프"
"Stone Ramp","돌 경사로"
"Stone Road","돌 길"
"Torch","횃불"
"Bison Carcass","들소 사체"
"Elk Carcass","엘크 사체"
"Fox Carcass","여우 사체"
"Hare Carcass","토끼 사체"
"Turkey Carcass","칠면조 사체"
"Wolf Carcass","늑대 사체"
"Salmon","연어"
"Trout","송어"
"Tuna","참치"
"Urchin","성게"
"Kelp","다시마"
"Clam","조개"
"Coal","석탄"
"Waterwheel","물레방아"
"Anvil","모루"
"Bakery Oven","제빵 화덕"
"Blast Furnace","용광로"
"Bloomery","괴철로"
"Bookshelf","책장"
"Brazier","화로"
"Butchery Table","도축 작업대"
"Campfire","모닥불"
"Candle Stand","촛대"
"Carpentry Table","목공 작업대"
"Cast Iron Stove","철재 화덕"
"Ceiling Candle","천장 촛대"
"Cement Kiln","시멘트 가마"
"Chair","의자"
"Combustion Generator","연소 발전기"
"Computer Lab","컴퓨터 연구대"
"Construction Post","건설계약 기둥"
"Contract Board","계약 게시판"
"Couch","소파"
"Currency Exchange","환전소"
"Electric Wall Lamp","벽걸이형 전등"
"Electronics Assembly","전자 공학 작업대"
"Farmers Table","농업 작업대"
"Fishery","어업 작업대"
"Fish Trap","통발"
"Icebox","아이스 박스"
"Kiln","가마"
"Laboratory","연구대"
"Laser","레이저"
"Wooden Latrine","나무 변소"
"Masonry Table","석조 작업대"
"Mill","맷돌"
"Mint","조폐기"
"Oil Refinery","석유 증류탑"
"Padded Chair","푹신한 소파"
"Round Pot","둥근 화분"
"Square Pot","각진 화분"
"Pump Jack","석유 시추기"
"Refrigerator","냉장고"
"Research Table","연구 작업대"
"Rolling Mill","압연기"
"Medium Rug","중간 크기 양탄자"
"Small Rug","작은 양탄자"
"Salt Basket","소금 바구니"
"Sawmill","제재대"
"Shelf Cabinet","선반 보관장"
"Small Table","작은 탁자"
"Small Wood Sign","작은 목재 간판"
"Solar Generator","태양광 발전기"
"Stockpile","자재 창고"
"Stone Brazier","돌 화로"
"Storage Chest","보관함"
"Stove","화덕"
"Streetlamp","가로등"
"Tailoring Table","재단 작업대"
"Tallow Candle","수지 양초"
"Tallow Lamp","수지 램프"
"Tallow Wall Lamp","벽걸이형 수지 램프"
"Torch Stand","횃불 받침대"
"Treasury","정부 금고"
"Wainwright Table","짐수레 작업대"
"Wall Candle","벽걸이형 촛불"
"Washboard","빨래판"
"Washing Machine","세탁기"
"Windmill","풍차"
"Wind Turbine","풍력 발전기"
"Wooden Fabric Bed","목재 천 침대"
"Wooden Straw Bed","목재 짚 침대"
"Wood Sign","목재 간판"
"Workbench","작업대"
"Advanced Baking","고급 제빵 기술"
"Advanced Cooking","고급 요리 기술"
"Advanced Smelting","고급 제련 기술"
"Baking","제빵 기술"
"Basic Engineering","기초 기계공학 기술"
"Butchery","도축 기술"
"Campfire Cooking","모닥불 요리 기술"
"Cement","시멘트 제조 기술"
"Cooking","요리 기술"
"Cutting Edge Cooking","식품공학 기술"
"Digging","파내기"
"Electronics","전자공학 기술"
"Farming","농업 기술"
"Fertilizers","비료제조 기술"
"Fishing","낚시 기술"
"Gathering","채집 기술"
"Glassworking","유리 제조 기술"
"Hewing","제재기술"
"Hunting","사냥 기술"
"Industry","산업 기술"
"Logging","벌목 기술"
"Mechanics","기계정비 기술"
"Milling","제분 기술"
"Mining","채광 기술"
"Oil Drilling","유정 굴착 기술"
"Paper Milling","제지 가공 기술"
"Self Improvement","자기 개선"
"Smelting","제련 기술"
"Tailoring","재단 기술"
"Woodworking","목공"
"Backpack","배낭"
"Backpacks","배낭"
"Chat Log","채팅 기록"
"Objectives","목표"
"Alpha Cloak","알파 망토"
"Alpha Cloaks","알파 망토"
"Alpha Goggles","알파 고글"
"Alpha Hat","알파 모자"
"Alpha Hats","알파 모자"
"Basic Backpack","기본 배낭"
"Bearpack","곰낭"
"Big Backpack","큰 배낭"
"Blinky Eyelids","깜빡거리는 눈꺼풀"
"Camo Pants","위장무늬 바지"
"Camo Shirt","위장무늬 셔츠"
"Capris","칠부 바지"
"Derpy Hat","이상한 모자"
"Fabulous Pants","화려한 바지"
"Fit Torso","윗 몸통"
"Garden Boots","정원 부츠"
"Gigot Sleeve Shirt","지고 소매 셔츠"
"Hardy Beard","덥수룩한 수염"
